BarCode,MRP,ItemName,Category,SubCategory,COMPANY,BRAND,UnitType
8904155004833,0,DANBRO PREMIUM SHAHI ATTACOOKIES,PACKAGED FOODS,BISCUITS,IMPERIAL FOODS,DANBRO ,PC
8904155004840,0,DANBRO PREMIUM SHAHI KHAJOORCOOKIES,PACKAGED FOODS,BISCUITS,IMPERIAL FOODS,DANBRO ,PC
8904155004857,0,DANBRO PREMIUM AWJAINCOOKIES,PACKAGED FOODS,BISCUITS,IMPERIAL FOODS,DANBRO ,PC
8904155004864,0,DANBRO PREMIUM WONDER JAMCOOKIES,PACKAGED FOODS,BISCUITS,IMPERIAL FOODS,DANBRO ,PC
8904155004871,0,DANBRO PREMIUM TUTTI FRUITICOOKIES,PACKAGED FOODS,BISCUITS,IMPERIAL FOODS,DANBRO ,PC
8904155004895,0,DANBRO CHOCO CHIPS BUTTER 400GM,PACKAGED FOODS,BISCUITS,IMPERIAL FOODS,DANBRO ,PC
8904155004901,0,DANBRO BUTTER DRY FRUIT 400GM,PACKAGED FOODS,BISCUITS,IMPERIAL FOODS,DANBRO ,PC
8904155004956,0,DANBRO PREMIUM PAAN-E-BAHARCOOKIES,PACKAGED FOODS,BISCUITS,IMPERIAL FOODS,DANBRO ,PC
8904156700024,0,MAIYAS CHOW CHOW,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700048,0,MAIYAS KHARA BOONDI,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700079,0,MAIYAS RICE KODUBALE,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700086,0,MAIYAS CHURMURI,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700123,0,MAIYAS MASALA STICKS,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700130,0,MAIYAS METHI STICKS,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700147,0,MAIYAS PALAK STIC,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700154,0,MAIYAS CORNFLAKES PLAIN,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700161,45,MAIYAS KHARA SEV 200G,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700178,0,MAIYAS ALU MIXTURE,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700185,60,MAIYAS TEEKHA CHIVDA 200G,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700192,0,MAIYA BUTTER MURUKKU,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700215,35,MAIYAS BAKED NIPPATU 5PC,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700222,40,MAIYAS MADDURVADA 200G,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700239,55,MAIYAS MASALA AVALAKKI 200G,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700246,65,MAIYAS CASHEW PAKODA 200G,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700253,0,MAIYAS BOMBAY MIXTURE,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700260,45,MAIYAS TANGY GROUNDNUT 200G,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700307,45,MAIYAS MASALA GROUNDNUT 200G,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700314,40,MAIYAS MOONGDAL 200G,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700321,0,MAIYAS MASALA NUTS,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700338,0,MAIYAS KABUL CHANNA 200GM,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700345,45,MAIYAS CORNFLAKES MASALA 200G,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700369,40,MAIYAS TANGY NIPPATTU 5PC,PACKAGED FOODS,SNACKS,MAIYAS,MAIYAS ,PC
8904156700390,50,MAIYAS SOAN PAPDI 200G,PACKAGED FOODS,DESSERTS,MAIYAS,MAIYAS ,PC
8904156700420,0,MAIYA'S CHOCOLATE SOAN PAPDI 200GM,PACKAGED FOODS,DESSERTS,MAIYAS,MAIYAS ,PC
8904156701922,0,MAIYAS SAMBAR PWDR,STAPLES,MASALAS,MAIYAS,MAIYAS ,PC
8904156701953,0,MAIYAS RASAM PWDR,STAPLES,MASALAS,MAIYAS,MAIYAS ,PC
8904156701960,32.000002,MAIYAS RASAM 100,STAPLES,MASALAS,MAIYAS,MAIYAS ,PC
8904156701977,0,MAIYAS BISIBELEBATH MASALA 100GM,STAPLES,MASALAS,MAIYAS,MAIYAS ,PC
8904156701984,50,MAIYAS PULIYOGARE POWDER 200G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156701991,31,MAIYAS PILIYOGARE 100G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702011,0,MAIYAS CHUTNEY POWDER 200GM,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702028,0,MAIYAS GULAB JAMUN 500GM,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702035,0,MAIYAS GULAB JAMUN 300GM,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702042,32,MAIYAS MIX GULAB JAMUN PP 100g,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702059,0,MAIYAS RAVA IDLI,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702066,0,MAIYAS RAVA DOSA,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702073,0,MAIYAS BADAM DRINK MIX 500GM,BEVERAGES,HEALTH DRINKS,MAIYAS,MAIYAS ,PC
8904156702080,75,MAIYAS MIX BADAM DRINK PP 200g,BEVERAGES,HEALTH DRINKS,MAIYAS,MAIYAS ,PC
8904156702202,20,MAIYAS POTATO SAGU MASALA 100G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702226,85,MAIYAS PICKLE MANGO SLICE 500G,PACKAGED FOODS,PICKLES,MAIYAS,MAIYAS ,PC
8904156702240,85,MAIYAS PICKLE LIME 500G JAR,PACKAGED FOODS,PICKLES,MAIYAS,MAIYAS ,PC
8904156702257,85,MAIYAS PICKLE MIXED 500G JAR,PACKAGED FOODS,PICKLES,MAIYAS,MAIYAS ,PC
8904156702288,24.0000051,MAIYAS TURMERIC POW 100,STAPLES,MASALAS,MAIYAS,MAIYAS ,PC
8904156702295,25,MAIYAS CHILLI POWDER 100G,STAPLES,MASALAS,MAIYAS,MAIYAS ,PC
8904156702301,17,MAIYAS DHANIA POW 100,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702318,0,MAIYAS GARAM MASALA 50GM,STAPLES,MASALAS,MAIYAS,MAIYAS ,PC
8904156702325,0,MAIYAS KHARABATH,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702332,0,MAIYAS UPMA,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702349,0,MAIYAS VERMICELLI PAYASAM,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702356,30.0000076,MAIYAS VANGIBATH 100,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702394,55,MAIYAS MASALA IDLY MIX 500G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702417,0,MAIYAS DOSA MIX 200GM,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702424,0,MAIYAS RICE IDLI,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156702455,0,MAIYAS VADA,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MAIYAS,MAIYAS ,PC
8904156703513,0,MAIYAS RTE DAL MAKHANI 300GM,PACKAGED FOODS,READY TO EAT,MAIYAS,MAIYAS ,PC
8904156703544,0,MAIYAS RTE PALAK PANEER 300GM,PACKAGED FOODS,READY TO EAT,MAIYAS,MAIYAS ,PC
8904156703551,0,MAIYAS RTE PANEER BUTTER MASALA 300GM,PACKAGED FOODS,READY TO EAT,MAIYAS,MAIYAS ,PC
8904156703568,0,MAIYAS RTE DAL FRY 300GM,PACKAGED FOODS,READY TO EAT,MAIYAS,MAIYAS ,PC
8904156703599,0,MAIYAS RTE MUTTER PANEER 300GM,PACKAGED FOODS,READY TO EAT,MAIYAS,MAIYAS ,PC
8904156703612,0,MAIYAS RTE PANEER MAKHANI 300GM,PACKAGED FOODS,READY TO EAT,MAIYAS,MAIYAS ,PC
8904156703629,0,MAIYAS RTE PANEER TIKKA MASALA 300GM,PACKAGED FOODS,READY TO EAT,MAIYAS,MAIYAS ,PC
8904156703735,130,MAIYAS PICKLE APPEMIDI 500G JA,PACKAGED FOODS,PICKLES,MAIYAS,MAIYAS ,PC
8904156703964,85,MAIYAS PICKLE MANGO TOKKU 500G,PACKAGED FOODS,PICKLES,MAIYAS,MAIYAS ,PC
8904156704305,60,MAIYAS JAMUN 200G+300G FREE,PACKAGED FOODS,DESSERTS,MAIYAS,MAIYAS ,PC
8904156704732,35,MAIYAS MILK BADAM BURST TN 200ml,BEVERAGES,OTHER DRINKS,MAIYAS,MAIYAS ,PC
8904156704954,0,MAIYAS BADAM DRINK MIX 1KG,BEVERAGES,HEALTH DRINKS,MAIYAS,MAIYAS ,PC
8904156707085,28.00000595,MAIYAS SEMIA 400,PACKAGED FOODS,NOODLES / PASTA/ VERMICILLI,MAIYAS,MAIYAS ,PC
8904156707092,49.0000025,MAIYAS SEMIA 900,PACKAGED FOODS,NOODLES / PASTA/ VERMICILLI,MAIYAS,MAIYAS ,PC
8904507025004,195,OLD SPICE SHAVING FOAM ORI.250,PERSONAL CARE,MALE GROOMING - SHAVING CREAM/LOTIONS/GEL,P&G,OLD SPICE ,PC
8904507025011,195,OLD SPICE SHAVING FOAM LIME 25,PERSONAL CARE,MALE GROOMING - SHAVING CREAM/LOTIONS/GEL,P&G,OLD SPICE ,PC
8906000150023,0,SHAKTI BHOG ATTA 5 KG PP,STAPLES,WHEAT,SHAKTI BHOG FOODS,SHAKTI BHOG ,PC
8906000210291,42,PILLSBURY ATTA 1KG,Staples,WHEAT,Pillsbury Company,Pillsbury,PC
8906000210314,200,PILLSBURY ATTA 5KG,Staples,WHEAT,Pillsbury Company,Pillsbury,PC
8906000210321,310,PILLSBURY ATTA 10KG,Staples,WHEAT,Pillsbury Company,Pillsbury,PC
8906000210758,230,BETTY CROCKER DEVIL'S FOOD CAKE MIX 500,PACKAGED FOODS,BAKING/DESSERT PREP,GENERAL MILLS,BETTY CROCKER ,PC
8906000210765,230,BETTY CROCKER BROWNIE MIX 415G,PACKAGED FOODS,BAKING/DESSERT PREP,GENERAL MILLS,BETTY CROCKER ,PC
8906000210772,175,BETTY CROCKER PAN CAKE 500G,PACKAGED FOODS,BAKING/DESSERT PREP,GENERAL MILLS,BETTY CROCKER ,PC
8906000210956,5,DIP TRIX CHOCLATE 18G,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,GENERAL MILLS,DIP TRIX ,PC
8906000212233,40,PILLSBURY ATTA MG 1KG,Staples,WHEAT,Pillsbury Company,Pillsbury,PC
8906000212240,200,PILLSBURY ATTA MG 5KG,Staples,WHEAT,Pillsbury Company,Pillsbury,PC
8906000212257,230,BETTY CROCKER CHOCO FUDGE 500G,PACKAGED FOODS,BAKING/DESSERT PREP,GENERAL MILLS,BETTY CROCKER ,PC
8906000212813,340,BETTY CROCKER PANCAKE MX ORIGINAL BX 1kg,PACKAGED FOODS,BAKING/DESSERT PREP,GENERAL MILLS,BETTY CROCKER ,PC
8906000380307,0,BON BON SMALLWATER BOTTLES,HOME CARE,HOUSEHOLD AIDS,BON BON,BON BON ,PC
8906000380574,0,BINGO BIGWATER BOTTLES,HOME CARE,HOUSEHOLD AIDS,BINGO,BINGO ,PC
8906000381731,0,BLUE WORLD 800 BXWATER BOTTLES,BEVERAGES,WATER,IMPORTED,BLUE WORLD ,PC
8906000390290,351,KHO-CHA DARJILING GRN TEA PEKE BOX 250G,BEVERAGES,TEA,IMPORTED,KHO-CHA ,PC
8906000610190,225,MC CAIN CHEESE & JALEPENO NUGGETS 300G,DAIRY & FROZEN,FROZEN PRODUCTS,MC CAIN FOODS,MC CAIN ,PC
8906000610213,225,MC CAIN MOZERALLA CHEESE STICKS 300G,DAIRY & FROZEN,FROZEN PRODUCTS,MC CAIN FOODS,MC CAIN ,PC
8906000610398,179,MC CAIN MACCORONI & CHEESE 300GMS,DAIRY & FROZEN,FROZEN PRODUCTS,MC CAIN FOODS,MC CAIN ,PC
8906000610688,99,MCCAIN FRZN SNK POTATO CHEESE SHOTZ 250g,DAIRY & FROZEN,FROZEN PRODUCTS,MC CAIN FOODS,MC CAIN ,PC
8906000920039,47,DAADI'S METHI KHAKHRA 180G,PACKAGED FOODS,SNACKS,bevin exports,DAADI'S ,PC
8906000920046,47,DAADI'S MASALA KHAKHRA 180G,PACKAGED FOODS,SNACKS,bevin exports,DAADI'S ,PC
8906000920145,25,DAADIS COCONUT SUGAR CHIKKI 80G,PACKAGED FOODS,desserts,bevin exports,DAADIS ,PC
8906000920152,25,DAADIS TIL JAGGERY CHIKKI 80G,PACKAGED FOODS,desserts,bevin exports,DAADIS ,PC
8906001020110,65,GO CHEESOZ CREAMY CHEESE PLAIN 100GM,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020127,55,GO CHEESOZ CREAMY CHEESE PEANUTS 100GM,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020141,52,GO CHEESOZ CREAMY CHEESE CHOCOLATE 100GM,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020196,120,GO CHEESE SLICE PLAIN 240GM,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020202,65,GOWARDHAN GO CHEESE SLICE PLAIN 100g,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GOWARDHAN ,PC
8906001020219,95,GO CHEESE MOZZARELLA BLOCK PP 200g,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020240,0,GOWARDHAN CHEESE 200 GMS,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GOWARDHAN ,PC
8906001020257,0,GOWARDHAN PRO CHEESE SLICES PLAIN 240G,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GOWARDHAN ,PC
8906001020264,65,GO CHEESE SLICE PLAIN 120GM,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020295,99,GO CHEESE WEDGES PLAIN 140GM,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020301,79,GO CHEESE WEDGES FLAVOURED 140GM,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020332,89,GO CHEESE SPREAD PLAIN 200GMS,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020356,72,GO CHEESE PORTION 160GMS,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020370,315,GOWARDHAN GO PROCESSED CHEESE 1k,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GOWARDHAN ,PC
8906001020387,178,GO PROCESSED CHEESE 400GM,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020394,99,GOWARDHAN GO PROCESSED CHEESE 200g,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GOWARDHAN ,PC
8906001020431,104,GO PIZZA CHEESE 200GM,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020547,340,GO PIZZA CHEESE 1KG,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020554,20,GO CHEESE WEDGES PLAIN 35GMS,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020608,265,GO CHEESE SLICES 476GM,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001020615,165,GOWARDHAN BUTTER 500GM,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GOWARDHAN ,PC
8906001020622,35,GOWARDHAN BUTTER 100G,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GOWARDHAN ,PC
8906001020837,310,GOWARDHAN CHEESE SLICES 750GM,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GOWARDHAN ,PC
8906001020967,85,GO MEXICAN STYLE CHEESE SHREDS 150GM,STAPLES,"BUTTER, GHEE ETC",Parag Milk Foods,GO ,PC
8906001033349,0,MOTHER'S TAMARIND PASTE 100GM PP,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050018,36,MOTHERS AVAKAI PICKLE 200,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050032,62,MOTHERS ANDRA AVAKAI PICKLE 300G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050063,36,MOTHERS MADARAS THOKKU PICKLE 200G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050087,62,MOTHERS MADRAS THOKKU PICKLE 300G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050124,30,MOTHERS INST POHA MIX 200GM,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050131,0,MOTHERS K CUT MANGO PICKLE 300GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050162,36,MOTHERS REC PICKLE LME SUTH IND 200g,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050186,62,MOTHERS LIME PICKLE(SOUTH INDIAN) 300,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050254,36,MOTHERS ANDRA TOMOTO PICKLE 200G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050278,0,MOTHERS ANDHRA TOMATO 300GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050308,36,MOTHERS ANDRA GONGURA PICKLE 200G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050322,0,MOTHERS GONGURA PICKLE 300GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050353,0,MOTHERS MIXED PICKLE 200GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050377,62,MOTHERS SOUTH INDIAN MIXED PICKLE 300G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050414,0,MOTHERS VADU MANGO PICKLE 200GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050438,0,MOTHERS VADU MANGO PICKLE 300GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050490,0,MOTHERS ANDHRA GINGER PICKLE 300GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050582,0,MOTHERS ONION PICKLE 300GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050605,43,MOTHERS SOUTH INDIAN GARLIC PICKLE 200G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050650,110,MOTHERS RECIPE MANGO PICKLE POUCH 500G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050667,62,MOTHERS MANGO PICKLE 300G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050674,53,MOTHER RECIPE MANGO 500G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050704,0,MOTHERS RECIPE MIXED PICKLE 200GMPCH,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050711,0,MOTHER MIXED PIC 500 GM PLS,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050742,0,MOTHER REC MIX PICK MUST OIL (NI)1KG JAR,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050759,0,MOTHERS MIXED PICKLE 400GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050827,0,MOTHERS GREEN CHILI PICKLE 200GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050841,62,MOTHERS GREEN CHILLI PICKLE 300G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050865,0,MOTHERS PICKLE GREEN CHILLY 400GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050889,0,MOTHER R PUNJABI MANGO PICKLE 200GM PCH,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001050933,0,MOTHERS SWEET LIME 500GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051060,0,MOTHERS PUNJABI PACHRANGA PICKLE 200G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051145,72,MOTHERS GUJRATICHOUNDU MANGO PICKLE 300G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051152,0,MOTHERS CHANDOO 500GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051206,72,MOTHERS GUJRATI GORKERI MANGO PICKLE300G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051213,0,MOTHERS GORKERI 500GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051244,0,MOTHERS SWEET N SOUR LIME PICKLE 200GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051268,0,MOTHERS SWEET & SOUR LIME PICKLE 300GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051312,0,MOTHER REC GARLIC IN OIL PICK 400 GM BTL,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051329,42,MOTHER RECIPE GARLIC 300G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051343,43,MOTHERS RED STUFFED CHILLI PICKLE 200G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051367,0,MOTHERS PICKLE RED CHILLY 400GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051411,0,MOTHERS LIME PICKLE 200GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051473,0,MOTHERS MADRAS MONG PICKLE 300GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051503,42,MOTHERS MOONG PAPAD 200G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051534,100,MOTHERS REC PICKLE LIME PP 500g,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051541,0,MOTHERS LIME PICKLE 300GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051565,0,MOTHERS LIME PICKLE 400GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051602,24,MOTHERS ALOO PAPAD 75G,PACKAGED FOODS,SNACKS,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001051619,0,MOTHERS RECIPE SAGO PAPAD 75 GM PP,PACKAGED FOODS,SNACKS,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052005,40,MOTHERS PANEER BUTTER MASALA MIX 75G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052029,40,MOTHERS VEGETABLE BIRYANI MIX 75G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052036,40,MOTHERS BUTTER CHICKEN MIX 80G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052043,40,MOTHERS CHICKEN BIRYANI MIX 100G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052067,42,MOTHERS CHICKEN CHETTINAD MIX 80G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052074,40,MOTHERS CHICKEN MOGHALAI MIX 80G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052098,45,MOTHERS MUTTON CURRY MIX 100G,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052425,20,MOTHERS INST UPMA MIX 200GM,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052531,70,MOTHERS MIXED PICKLE 400G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052548,70,MOTHERS MANGO PICKLE 400G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052685,0,MOTHERS TEEKHA MANGO 400GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052692,68,MOTHERS PUNJABI MANGO PICKLE 400G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052708,68,MOTHERS PUNJABI PACHRANGA PICKLE 400G,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052753,84,MOTHERS RECIPE FISH CURRY MIX 80g,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
8906001052760,84,MOTHERS RECIPE VEG MAKHANWALA MIX 75g,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
