"barcode","productname","mrp"
590002902,GREEN PEAS (KG)NEW,0
590002904,KNOL KHOLNEW,0
590002905,TURNIP (KG)NEW,0
590002908,CLUSTER BEANS (KG)NEW,0
590002909,BEANS COW PEA (KG)NEW,0
590002915,BRINJAL NAGPURE (KG)NEW,0
590002921,BITTER GOURD (KG) NEW,0
590002922,COCCINIEA (KG) NEW,0
590002923,RIDGE GOURD (KG) NEW,0
590002926,CHILLI GREEN (KG)NEW,0
590002931,MOSAMBI - (KG)NEW,0
590002932,GRAPES - SHARAD SEEDLESS - (KG)NEW,0
590002935,DRUMSTICK - (KG)NEW,0
590002937,SPINACH BUNCHNEW,0
590002938,CUCUMBER KAKKADI  (KG)NEW,0
590002940,BANANA RAW (KG)NEW,0
590002942,POINTED GOURDNEW,0
590002943,AMARANTHUS RED BUNCHNEW,0
590002950,LEMON (KG)NEW,0
590002956,TINDA(KG)NEW,0
590002963,SMALL COLOCASSIA PREMIUM NEW,0
590002999,IMPORTED KIWI  4 PC PACK,0
590003044,CAULIFLOWER (KG) SML CRT,0
590003045,PINE APPLE QUEEN (KG) SML CRT,0
590003053,SWEET TAMARIND 500 GMS,0
590003175,GINGER - KG,0
590003233,SAPOTA (TP),0
590003242,APPLE RED DLICOUS IMP,0
590003295,APPLE ROYAL GALA IMP (KG),0
590003297,APPLE HAZRATBALI NET BAG KG,0
590003299,LETTUCE ICEBERG (KG),0
590003301,CABBAGE RED (KG),0
590003308,PEAR BARTLET NEW (KG),0
590003309,POTATO 2 KG PACK,0
590003310,SPROUT MOTH 100 GM,0
590003431,APPLE GLDN DEL INDIANKG,0
590003437,KARONDA 250GMS,0
590003472,P BROCOLLI,0
590003479,P ZUCCHINI GREEN,0
590003486,P LETTUCE LEAFY,0
590003489,P BEAN SPROUTS,0
590003491,FRESH & HEALTHY APPLE FUJI,0
590003496,P STRAWBERRY,0
590003499,KIWI IMPORTED (EA),0
590003503,PLUM INDIAN PREMIUM,0
590003504,P NECTARINE,0
590003509,P SWEET TAMARIND,0
590003525,FRESH & HEALTHY MUSK MELON,0
590003527,FRESH & HEALTHY PAPAYA,0
590003528,FRESH & HEALTHY POMEGRANATE,0
590003529,FRESH & HEALTHY SAPOTA,0
590003530,FRESH & HEALTHY MOSAMBI,0
590003534,P LEMON,0
590003548,P CUCUMBER,0
590003550,P BHENDI,0
590003559,P GUAVA,0
590003596,P GALANGAL/THAI GINGER,0
590003662,P CAPSICUM GREEN,0
590003708,MANGO DUSHARI PREMIUM,0
590003910,LEMON_GRASS_50GM,0
590004082,FRESH & HEALTHY ORANGE,0
590004086,ROASTED KACHALU 250 G,0
590004088,SPROUTS MIX 200 G,0
590004103,FRESH & HEALTHY CUSTARD APPLE,0
590004153,LEMON SMALL PACK,0
590004164,BANANA ROBUSTA SMALL PACK,0
590004183,FRESH & HEALTHY MANGO CHAUSA,0
590004184,MANGO DUSHARI SMALL PACK,0
590004341,APPLE SHIMLA GIFT PACK BIG,0
590004352,GARLIC  250 GMS,0
590004422,P GUAVA RED  SPL,0
590004449,FRESH & HEALTHY PEACH INDIAN,0
590004450,FRESH & HEALTHY PEARS INDIAN,0
590004485,P GRAPES BLACK,0
590004491,P JUJUBE BER,0
590004911,DAIRY LIFE TM 1L PP 10%EXTRA,0
590005129,ENOKI MUSHROOM -IMPORTED,0
590005452,F&V GIFT LARGE,0
590005453,F&V GIFT SMALL,0
590006574,APPLE DELICIOUS CHINA,0
590006823,KAFFIR LIME FRUIT,0
590006829,BIRD CHILLI,0
590006835,SHITAKE MUSHROOM,0
590006885,APPLE BRAEBURN,0
590006886,FRESH & HEALTHY MANGO SAFEDA KG,0
590006887,FRESH & HEALTHY MANGO KESAR KG,0
590006888,FRESH & HEALTHY MANGO TOTAPURI KG,0
590006889,FRESH & HEALTHY MANGO LANGDA KG,0
590006890,FRESH & HEALTHY MANGO SINDURI KG,0
590006891,FRESH & HEALTHY MANGO DUSSHERI KG,0
590006892,FRESH & HEALTHY MARIPOSA KG,0
590006893,FRESH & HEALTHY CHERRY KG,0
590006894,FRESH & HEALTHY GREEN ALMOND KG,0
590006895,FRESH & HEALTHY APRICOT KG,0
590006896,FRESH & HEALTHY LITCHI KG,0
590006940,MARIPOSA (KG),0
590007112,ASSORTED FRUITS BASIC,0
590007113,ASSORTED FRUITS VALUE,0
590007114,ASSORTED FRUITS SELECT,0
590007115,SEASONAL FRUITS DELIGHT,0
590007116,IMPORTED FRUITS DELIGHT,0
590007117,APPLE GIFT PACK,0
590007118,POMEGRANATE GIFT PACK,0
590007119,CUSTOMER CHOICE GIFT PACK,0
590007223,CAULIFLOWER VALUE (EA),0
590007224,CABBAGE VALUE (EA),0
590007510,HR CABBAGE EA,0
590007511,HR CAULIFLOWER EA,0
590007512,HR COCONUT EA,0
590007513,HR KIWI IMPORTEDEA,0
590007514,PAPAYA MINI EA,0
590007515,HR APPLE FUJI KG,0
590007516,HR APPLE IMPORTED KG,0
590007517,HR APPLE RED DELICIOUS KG,0
590007518,HR APPLE ROYAL GALA KG,0
590007519,HR BANANA ROBUSTA KG,0
590007520,HR BOTTLE GOURD KG,0
590007521,HR CABBAGE KG,0
590007522,HR CAULIFLOWER KG,0
590007523,HR GARLIC KG,0
590007524,HR GINGER KG,0
590007525,HR IMPORTED FRUIT KG,0
590007526,HR MANGO BANGANAPALLI KG,0
590007527,HR MANGO KESAR KG,0
590007528,HR ONION KG,0
590007529,HR ORANGE IMPORTED KG,0
590007530,HR PEARS IMPORTED KG,0
590007531,HR PEARS IMPORTED GREEN KG,0
590007532,HR POTATO KG,0
590007533,HR RIDGE GOURD KG,0
590007534,HR SPRING ONION KG,0
590007535,HR TOMATO KG,0
590007536,HR TOMATO COUNTRY KG,0
590007537,HR WATERMELON KIRAN KG,0
600011391,CONVENIENCE DELIVERY,0
600013353,PROMO 1,0
600013354,PROMO 2,0
600013355,PROMO 3,0
600013356,PROMO 4,0
600013357,PROMO 5,0
600013358,PROMO 6,0
600013359,PROMO 7,0
600013360,PROMO 8,0
600013361,PROMO 9,0
600013362,PROMO 10,0
600013730,JANUARY - 09 - PROMO -1,0
600013731,JANUARY - 09 - PROMO -2,0
600013732,JANUARY - 09 - PROMO -3,0
600013733,FEBRUARY - 09 - PROMO -1,0
600013734,FEBRUARY - 09 - PROMO -2,0
600013735,FEBRUARY - 09 - PROMO -3,0
600013736,MARCH - 09 - PROMO -1,0
600013737,MARCH - 09 - PROMO -2,0
600013738,MARCH - 09 - PROMO -3,0
600013739,APRIL - 09 - PROMO -1,0
600013740,APRIL - 09 - PROMO -2,0
600013741,APRIL - 09 - PROMO -3,0
600013742,JUNE PROMO FRYING PAN,0
600013743,JUNE PROMO TEA SET,0
600013744,MAY - 09 - PROMO -3,0
600013745,JUNE - 09 - PROMO -1,0
600013746,JUNE - 09 - PROMO -2,0
600013747,JUNE - 09 - PROMO -3,0
600013748,JULY PROM MIXING BOWLS,0
600013749,JULY - 09 - PROMO -2,0
600013750,JULY - 09 - PROMO -3,0
600013751,AUGUST - 09 - PROMO -1,0
600013752,AUGUST - 09 - PROMO -2,0
600013753,AUGUST - 09 - PROMO -3,0
600013754,SEPTEMBER - 09 - PROMO -1,0
600013755,SEPTEMBER - 09 - PROMO -2,0
600013756,SEPTEMBER - 09 - PROMO -3,0
600013757,OCTOBER - 09 - PROMO -1,0
600013758,OCTOBER - 09 - PROMO -2,0
600013759,OCTOBER - 09 - PROMO -3,0
600013760,NOVEMBER - 09 - PROMO -1,0
600013761,NOVEMBER - 09 - PROMO -2,0
600013762,NOVEMBER - 09 - PROMO -3,0
600013763,DECEMBER - 09 - PROMO -1,0
600013764,DECEMBER - 09 - PROMO -2,0
600013765,DECEMBER - 09 - PROMO -3,0
600015151,AUGUST PROMO TAWA,0
600015152,AUGUST PROMO SERVING BOWL,0
600015153,PRESSURE COOKER,0
600015254,PARTY PERFECT POT,0
600015805,TRATTORIA PREMIUM SPAGHETTI NAPOLI 500G,0
600016213,WINTER SHOPPING DHAMAKA GET @ RS. 69,0
600016214,WINTER SHOPPING DHAMAKA GET @ RS. 99,0
600016216,WINTER SHOPPINGDHAMAKA-JAN GET @ RS69,0
600016217,WINTERSHOPPINGDHAMAKA-JANGET @ RS99,0
600016467,MSD - AUGUST - NO PROMO STORES ARTICLE,0
600016468,MSD - SEPTEMBER - NO PROMO STORES,0
600016519,MSD -AUGUST BUY@ RS279,0
600016526,HDFC - PA INSURANCE PREMIUM,0
600016527,HDFC - PA SERVICE FEE,0
600500000,AUDIO AMP/AC REC/CD/DVD PLYR/SPK DMO,0
600500001,BAJAJ/MORPHY COOKER HOODS DEMO,0
600500002,BAJAJ/MORPHY COOKER HOODS INST,0
600500003,BAJAJ/MORPHY FOOD PROCESSOR DEMO,0
600500004,BAJAJ/MORPHY MICRO WAVE DEMO,0
600500005,BAJAJ/MORPHY MICRO WAVE INST,0
600500006,BAJAJ/MORPHY OTG DEMO,0
600500007,BAJAJ/MORPHY OTG INST,0
600500008,CAR AMPLIFIER-INSTALLATION CHARGABLE,0
600500009,CAR AUDIO UP TO CD PLAYER -INST CHG,0
600500010,CARRIER/TOSHIBA SPLIT AC INST,0
600500011,CARRIER/TOSHIBA WINDOW AC INST,0
600500012,CAR VIDEO/DVD-INSTALLATION CHARGABLE,0
600500013,CAR WOOFER SPK-INSTALLATION CHARGABLE,0
600500014,"""CTV CONV UP TO 25"""" / FLAT UP TO 21"""" D",0
600500015,"""CTV CONV >25"""" / FLAT>21"""" DEMO       """,0
600500016,DISHWASHER DEMO,0
600500017,ENTRY LEVEL DESKTOP PC INST CHARGABLE,0
600500018,EPSON PRINTER HIGH-END INST,0
600500019,EPSON PRINTER LOW-END INST,0
600500020,EPSON PRINTER MID END INST,0
600500021,EPSON PROJECTOR HIGH-END INST,0
600500022,EPSON PROJECTOR LOW-END INST,0
600500023,EPSON PROJECTOR MID END INST,0
600500024,EPSON SCANNER HIGH-END INST,0
600500025,EPSON SCANNER LOW-END INST,0
600500026,EPSON SCANNER MID END INST,0
600500027,ETHERNET HUB/SWITCH/ROUTER/WIRELESS INST,0
600500029,EUREKA WATER PURIFIER UV INST,0
600500030,FULLY AUTOMATIC WASHING DEMO,0
600500031,FROST FREE REFRIGERATOR DEMO,0
600500032,FOOD PROCESSOR DEMO,0
600500033,GEYSER INSTALLATION CHARGABLE,0
600500034,G-HANZ AUDIO / VCD INST,0
600500035,G-HANZ CAR AUDIO / VCD INST,0
600500036,"""G-HANZ CTV-14"""" TO 25""""  INST         """,0
600500037,"""G-HANZ CTV-29"""" TO 34"""" INST          """,0
600500038,G-HANZ DVD INST,0
600500039,G-HANZ HOME THEATRES INST,0
600500040,G-HANZ LCD 14 TO 21 INST,0
600500041,G-HANZ LCD 26 TO 32 INST,0
600500042,G-HANZ LCD 37 TO 42 INST,0
600500043,G-HANZ PLASMA INST,0
600500044,"""HAIER-CTV (25"""" TO 34"""") DEMO         """,0
600500045,HAIER-DISHWASHER;DEMO,0
600500046,HAIER-DVD DEMO,0
600500047,HAIER-WSH M/C-FULLY AT DEMO,0
600500048,HAIER-MICROWAVE OVEN DEMO,0
600500049,HAIER-PLASMA/LCD/PROJ INSTALLATION-LOCAL,0
600500050,HAIER-PLSMA/LCD/PROJ INSTALLTN-UPCOUNTRY,0
600500051,HAIER-REF FF DEMO,0
600500052,HAIER-AC (SPLIT) INSTALLATION-LOCAL,0
600500053,HAIER-AC (SPLIT) INSTALLATION-UPCOUNTRY,0
600500054,HAIER-AC (WINDOW) INSTALLATION-LOCAL,0
600500055,HAIER-AC (WINDOW) INSTALLATION-UPCOUNTRY,0
600500056,HIFI/HOME THEATER DEMO,0
600500057,HOBS/HODS/OVEN INSTALLATION CHARGABLE,0
600500058,INVERTER INSTALLATION CHARGABLE,0
600500059,ION-EX- WATER PURIFIER OTHER RESIN INST,0
600500060,ION-EX- WATER PURIFIER RO INST,0
600500061,ION-EX- WATER ULTRA FILTERATION INST,0
600500062,ION-EX- WATER CONDITIONER INST,0
600500063,JVC-AMPLIFIER INST,0
600500064,JVC-CD CHANGER (AUDIO) INST,0
600500065,JVC-DVD PLAYER INST,0
600500066,JVC-LCD MONITOR INST,0
600500067,JVC-REMOTE CONTROL INST,0
600500068,JVC-RADIO CASETTE PLAYER INST,0
600500069,JVC-RADIO CD/MP3 PLAYER INST,0
600500070,JVC-SPEAKER INST,0
600500071,LCD/PDP/RPTV DEMO/INSTALLATION,0
600500072,LG-AUDIO DEMO,0
600500073,"""LG-CTV (UP TO 21"""") DEMO              """,0
600500074,"""LG-CTV 25"""" DEMO                      """,0
600500075,"""LG-CTV 29"""" DEMO                      """,0
600500076,LG-PC DESKTOP DEMO,0
600500077,LG-DVD DEMO,0
600500078,LG-FULLY AUTO W/M FRONT LOADING DEMO,0
600500079,LG-FULLY AUTO W/M TOP LOADING DEMO,0
600500080,LG-LAPTOP DEMO,0
600500081,LG-LCD TV UP TO 20 DEMO,0
600500082,LG-LCD TV 21 TO 32 DEMO,0
600500083,LG-LCD TV> 32 INST,0
600500084,LG-MICROWAVE OVEN DEMO,0
600500085,LG-PLASMA DISPLAY PANEL UP TO 50 DEMO,0
600500086,LG-PLASMA DISPLAY PANEL > 50 DEMO,0
600500087,LG-PROJECTION 40 AND ABOVE DEMO,0
600500088,LG-REF DIOS INST,0
600500089,LG - REF DC DEMO,0
600500090,LG-REFRIGERATOR FF UP TO 400L DEMO,0
600500091,LG-REFRIGERATOR FF > 400L DEMO,0
600500092,LG-AIR-CONDITIONER (SPLIT) INST,0
600500093,LG-AIR-CONDITIONER (WINDOW) INST,0
600500094,MICROWAVE OVEN/N OVEN DEMO,0
600500095,DESKTOP PC/LAPTOP/LASER/MFD DEMO,0
600500096,PROFX DENON AUDIO INST,0
600500097,PROFX POLK SPEAKER INST,0
600500098,PROJECTORS DEMO,0
600500099,SPLIT AC INSTALLATION CHARGABLE,0
600500100,SATELLITE RECEIVERS DEMO,0
600500101,TUMBLE DRYER DEMO,0
600500102,WINDOW AC INSTALLATION CHARGABLE,0
600500103,WATER PURIFIER INSTALLATION,0
600500104,BAJAJ#S  PROCESSING FEE,0
600500105,HOME LOAN PROCESSING FEE,0
600500107,PERSONAL LOAN PROCESSING FEE,0
600500108,MOBILE E-RECHARGE -MFT -AIRTEL NON-GOODS,0
600500109,MOBILE E-RECHARGE - MFT- HUTCH NON-GOODS,0
600500110,MOBILE E-RECHARGE - MFT-IDEA  NON-GOODS,0
600500111,MOBILE E-RECHARGE-MFT-RELIANCE NON-GOODS,0
600500112,PBX SOHO INSTALLATION CHG,0
600500113,MOBILE ACC ADD ON/ENHANCEMENT DEMO CHG,0
600500114,OFFICE TELEC ACC REM STATUS D/U INST CHG,0
600500115,"""CTV CONV14-20"""", CTV FLAT14-19""""",0
600500116,HOME DVD CHANGER / PLAYER DEMO CHG,0
600500117,HOME DVD RECORDER DEMO CHG,0
600500118,"""AUDIO CDRC, VCD PLAYER DEMO CHG       """,0
600500119,PERSONAL AUDIO VISUAL DEMO CHG,0
600500120,DIGITAL CAMERA / CAMCORDER DEMO CHG,0
600500121,UNIVERSAL REMOTE DEMO CHG,0
600500122,DIGITAL PIANO / DRUM DEMO CHG,0
600500123,SEMI AUTOMATIC WASHING M/C DEMO CHG,0
600500124,REF DIRECT COOL DEMO CHG,0
600500125,VACCUM CLEANER DEMO CHG,0
600500126,GAMING CONSOLE DEMO CHG,0
600500127,GAMING WHEEL DEMO CHG,0
600500128,PRINTERS INKJET/LASER/MFD DEMO CHG,0
600500129,SCANNER DEMO CHG,0
600500130,WEB CAMERA DEMO CHG,0
600500131,SOFTWARE DEMO/INST CHG,0
600500163,LIFESTYLE LOAN PROCESSING FEE,0
600500210,MULTI SPLIT AC INSTALLATION CHARGABLE,0
600500225,GSM HANDSET PDA DEMO CHARGABLE,0
600500226,CAR CD CHANGER -INST CHG,0
600500227,CAR VIDEO MONITOR INST CHARGABLE,0
600500228,CAR MEDIA CENTRE RECV INST CHARGABLE,0
600500229,LAPTOPS DEMO,0
600500230,MONITORS DEMO CHARGABLE,0
600500231,OPERATING SYSTEM INST CHARGABLE,0
600500232,UPS INST CHARGABLE,0
600500233,IL 2WHEELER,0
600500234,BAGIC 2WHEELER,0
600500236,"""PRINT-4X6,MIN10PRINT",0
600500237,PRINT-4X6-CANAVASS,0
600500239,8X12 PRINT,0
600500240,12X18PRINT,0
600500242,COLLAGE-A4 SIZE,0
600500243,COLLAGE-A3 SIZE,0
600500245, PASSPORT CAPTURE & PRINT   8 UP,0
600500246, PASSPORT CAPTURE & PRINT   16 UP,0
600500247,STAMPSIZE-C&P-18 UP,0
600500248,GREETCARD-SINGLE,0
600500249,VISA-ADDITIONAL COPY,0
600500250,PASSPORTS ONLY PRINT   8 UP,0
600500251,PASSPORTS ONLY PRINT   16 UP,0
600500252,4X6 C&P.ADD.PRINT,0
600500253,5X7PHOTOBOOKLET-8PG,0
600500254,5X7PHOTOBOOKLETADDPG,0
600500255,8.5X11ALBUM-12 PG,0
600500256,8.5X11ALBUM.ADD.PG,0
600500259,4X 6CAP&PRINT-1 COPY,0
600500260,4X6CAP&PRINT-3COPIES,0
600500261,"""PRINT-4X6,<10 PRINTS",0
600500262,PP C & P-30 COPIES,0
600500266,12X18PORTRAT-1PRINT,0
600500270,A4 PORTRAIT WITH MOUNT - CANVASS FINISH,0
600500278,CALENDAR - 14 PAGES 28 SURFACE,0
600500279,PERSONALIZED DIGITAL CALENDER,0
600500280,GREETCARD-(>=15),0
600501767,MFT EGIFT VOUCHER,0
600501768,MFT GIFT VOUCHER - RETAIL,0
600501769,MFT GIFT VOUCHER - CORPORATE,0
600501861,MOBILE TOP UP- BPL,0
600501888,BD-BILL VALUE,0
600501889,BD-SERVICE CHARGES,0
600501964,*RDLBL STMNT COUPON*,0
600501965,*SFREE STMNT COUPON*,0
600501966,*DOVE STMNT COUPON*,0
600501967,*TRENDZ STMNT COUPON,0
600501968,*NIVEA STMNT COUPON*,0
600501969,*LG STMNT COUPON*,0
600502039,*OPTIC STMNT COUPON*,0
600502041,*PREPD STMNT COUPON*,0
600503103,SPLIT AC INSTALLATION PROMO,0
600503104,WINDOW AC INSTALLATION PROMO,0
600503105,BAGIC - 4 WHEELER,0
600503200,R1 INS,0
600503204,GROUP POLICY - ADMIN. CHARGES,0
600503318,IPL TICKETS,0
600503436,TATA - MOBILE RECHARGE,0
600503437,AIRCEL - MOBILE RECHARGE,0
600503510,SERVICE CHARGES - MOTOR INSURANCE,0
600503532,BSNL - MOBILE RECHARGE,0
600503539,IL - HLTH  INS,0
600503540,IL - HLTH ADV PLUS,0
600503541,IL - CRIT CARE,0
600503651,REDIFF - VALUE ADDED SERVICES,0
600503689,*1KG AASHVD ATTA HYD2-OFFER*,0
600503690,*2KG AASHVD ATTA HYD2-OFFER*,0
600503691,*5KG AASHVD ATTA HYD2-OFFER*,0
600503692,*10KG AASHVD ATTA HYD2-OFFER*,0
600503693,5KG AASHVD ATTA NCR2-OFFER,0
600503694,*5KG AASHVD ATTA NCR2-OFFER*,0
600503695,*10KG AASHVD ATTA NCR2-OFFER*,0
600503696,1KG AASHVD SL ATTA HYD1-OFFER,0
600503697,1KG AASHVD SL ATTA HYD1-OFFER,0
600503698,5KG AASHVD SL ATTA HYD1-OFFER,0
600503699,5KG AASHVD SL ATTA HYD1-OFFER,0
600503700,5KG AASHVD MP ATTA HYD1-OFFER,0
600503701,5KG AASHVD MP ATTA HYD1-OFFER,0
600503702,5KG AASHVD MP ATTA HYD1-OFFER,0
600503703,10KG AASHVD MP ATTA HYD1-OFFER,0
600503704,*1KG AASHVD SL ATTA HYD-OFFER*,0
600503705,*5KG AASHVD SL ATTA HYD-OFFER*,0
600503706,*5KG AASHVD SL ATTA NCR-OFFER*,0
600503707,*SAMSUNG AC OFFER*,0
600503708,*ARIEL ULTRAMATIC OFFER*,0
600503709,*ARIEL OXYFRESH OFFER*,0
600503710,*ARIEL OXYBLUE OFFER*,0
600503711,*PHILIPS STM IRON OFFER*,0
600503712,*PHILIPS CITRUS PRSS OFFER*,0
600503713,*HYPER OFFER*,0
600503714,*BONUS PTS OFFER*,0
600503715,*MOBILE TOP UP OFFER*,0
600503716,*TRENDS OFFER*,0
600503888,RELIANCEONE PLASTIC WELCOME OFFER,0
600503895,RELIANCE SURAKSHA PREMIUM,0
600503896,ADMIN CHARGES - RELIANCE SURAKSHA,0
600503977,WTY PMS SVC FOR WINDOW AC,0
600503978,WTY PMS FOR SPLIT AC,0
600504114,GIFT VOUCHER - 500,0
600504115,GIFT VOUCHER - 1000,0
600504121,COUPON PAYMENT CHARGES,0
600504142,AUTO BREAKDOWN SUBSCRIPTION,0
600504143,VIRGIN - MOBILE RECHARGE,0
600504181,MAX VIJAY - ENROLMENT,0
600504182,MAX VIJAY - RENEWAL,0
600504227,INS PREMIUM HOME,0
600504228,INS SERVICE CHARGE HOME,0
600504243,HOME MANAGEMENT SERVICES SUBSCRIPTION,0
600505129,10% OFF ON MOBILE POUCHES & SCREEN GUA,0
600505130,AIRCONDITIONES FREE,0
600505131,CORDLESS PHONES FREE,0
600505132,DIGITAL CAMERA FREE,0
600505133,DVD PACK FREE,0
600505134,HAND BLENDERS FREE,0
600505135,LAPTOPS FREE,0
600505136,LCD TV  32 FREE,0
600505137,MICROWAVE FREE,0
600505138,MOBILE PHONE FREE,0
600505139,MOVIE  CD FREE,0
600505140,RESQ CARDS ISSUANCE FREE,0
600505141,TRAVEL COUPON FREE,0
600505143,GIFT VOUCHER - 100,0
600505177,INVERTER INSTALLATION PROMO,0
600505260,1%DISCOUNT,0
600505261,2%DISCOUNT,0
600505262,3%DISCOUNT,0
600505263,4%DISCOUNT,0
600505264,5%DISCOUNT,0
600505265,6%DISCOUNT,0
600505266,7%DISCOUNT,0
600505267,8%DISCOUNT,0
600505268,9%DISCOUNT,0
600505269,10%DISCOUNT,0
600505270,11%DISCOUNT,0
600505271,12%DISCOUNT,0
600505272,13%DISCOUNT,0
600505273,14%DISCOUNT,0
600505274,15%DISCOUNT,0
600505275,16%DISCOUNT,0
600505276,17%DISCOUNT,0
600505277,18%DISCOUNT,0
600505278,19%DISCOUNT,0
600505279,20%DISCOUNT,0
600505280,21%DISCOUNT,0
600505281,22%DISCOUNT,0
600505282,23%DISCOUNT,0
600505283,24%DISCOUNT,0
600505284,25%DISCOUNT,0
600505285,26%DISCOUNT,0
600505286,27%DISCOUNT,0
600505287,28%DISCOUNT,0
600505288,29%DISCOUNT,0
600505289,30%DISCOUNT,0
600505290,31%DISCOUNT,0
600505291,32%DISCOUNT,0
600505292,33%DISCOUNT,0
600505293,34%DISCOUNT,0
600505294,35%DISCOUNT,0
600505296,JULY-DUMMY-PROMO 1,0
600505297,JULY-DUMMY-PROMO 2,0
600505298,JULY-DUMMY-PROMO 3,0
600505300,JULY-DUMMY-PROMO 5,0
600505301,JULY-DUMMY-PROMO 6,0
600505302,JULY-DUMMY-PROMO 7,0
600505303,JULY-DUMMY-PROMO 8,0
600505307,"""BAG,CARRY;HMHDPE;10""""X16""""X22 MICRON""",0
600505308,"""BAG,CARRY;HMHDPE;16""""X20""""X25 MICRON""",0
600505309,"""BAG,CARRY;HMHDPE;18""""X22""""X25 MICRON""",0
600505310,"""BAG,CARRY;HMHDPE;10""""X16""""X50 MICRON""",0
600505311,"""BAG,CARRY;HMHDPE;16""""X20""""X 50 MICRON""",0
600505312,"""BAG,CARRY;HMHDPE;18""""X22"""" X 50 MICRON""",0
600505313,"""BAG CARRY 30X25"""" 50 MICRON LDPE R FRES",0
600505314,CARRY BAG HYPER MART 13X16X50MIC,0
600505315,CARRY BAG HYPER MART 18X21X50MIC,0
600505316,BAG CARRY HYPER-HM+LLDPE 30X25IN 50 MICR,0
600505317,"""13"""" X 16"""" 30 MICRON CARRY BAG""",0
600505318,"""18"""" X 21"""" 40 MICRON CARRY BAG""",0
600505319,CARRYBAGRELIANCESUPER 10X16THICK30HMSDP,0
600505320,CARRYBAGRELIANCESUPER 16X20THICK30HMSDP,0
600505321,CARRYBAGRELIANCESUPER 18X22THICK30HMSDP,0
600505322,"""BAG CARRY-SUPR-10X16""""50#-HM+LDPE CL-1S",0
600505323,"""BAG CARRY-SUPR-16X20""""50#-HM+LDPE CL-1S",0
600505324,"""BAG CARRY-SUPR-18X22""""50#-HM+LDPE CL-1S",0
600505325,CARRY BAG SIGNATURE 10X16X50MIC,0
600505326,CARRY BAG SIGNATURE 16X20X50MIC,0
600505327,CARRY BAG SIGNATURE 18X22X50MIC,0
600505350,AUGUST MSP - PROMO,0
600505351,SEPT MSD PROMO - GET @ 49,0
600505352,SEPT MSD PROMO - GET @ 99,0
600505353,SOCIETY ACTIVATION,0
600505354,CUSTOMER OWNBAG,0
600505409,SEPT MSD PROMO - GET @ 149,0
600505410,1% OFF ON CDIT,0
600505411,1.5% OFF ON CDIT,0
600505412,2% OFF ON CDIT,0
600505413,2.5% OFF ON CDIT,0
600505414,3% OFF ON CDIT,0
600505415,3.5% OFF ON CDIT,0
600505416,5% OFF ON CDIT,0
600505417,10% OFF ON CDIT,0
600505420,INS PREMIUM GPA,0
600505421,INS SERVICE CHARGE GPA,0
600505422,Two Wheeler Insurance,0
600505425,CDIT  MARKETING SCRATCH CARD,0
600505430,FREE K-WALLS CORNETTO -HOME DELIVERY,0
600505432,CHRISTMAS OFFER LAPTOPFREE,0
600505433,CHRISTMAS OFFER LCD TVFREE,0
600505434,CHRISTMAS OFFER REFRIGERATORFREE,0
600505435,CHRISTMAS OFFER WASHING MACHINEFREE,0
600505436,CHRISTMAS OFFER DIGITAL CAMERAFREE,0
600505437,CHRISTMAS OFFER MOBILEFREE,0
600505438,CHRISTMAS OFFER INDUCTION COOKERFREE,0
600505439,CHRISTMAS OFFER MP3 PLAYERFREE,0
600505440,CHRISTMAS OFFER EMERGENCY LAMPFREE,0
600505441,CHRISTMAS OFFER DISOUNT VOUCHER RS1000,0
600505451,1% OFF ON AUTO PRODUCTS,0
600505452,3% OFF ON AUTO PRODUCTS,0
600505453,5% OFF ON AUTO PRODUCTS,0
600505462,OCTOBER MSP - PROMO,0
600505485,DECEMBER MSP,0
600505583,WTY EXTN OF 1+3YR LCD TV 31-40 FREE2010,0
600505584,WTY EXTN OF 1+3YR LCD TV >40 FREE2010,0
600505685,IPL MUMBAI TICKETS,0
600505687,WSB - MARCH - GET @ RS 29,0
600505688,WSB - MARCH - GET @ RS 69,0
600505689,WSB - MARCH 3,0
600505690,WSB - MARCH 4,0
600505691,WTY EXTN OF 1+3YR LED TV 31-40 FREE2010,0
600505692,WTY EXTN OF 1+3YR LED TV >40 FREE2010,0
600505695,WTY EXTN OF 1+3YR PDP  ABOVE 40 FREE2010,0
600505696,WTY EXTN OF 1+3YR PDP  UPTO 40 FREE2010,0
600505735,MSP -APR GET @ RS49,0
600505736,MSP -APR GET @ RS99,0
600505737,WSP MARCH 1,0
600505738,WSP MARCH 2,0
600506049,LAKME PROMO CODE,0
600506324,IFB OFFER,0
600506325,GODREJ OFFER,0
600506383,"""CASHBACK SLAB:10K TO 25,999""",0
600506384,CASHBACK SLAB: 26K AND ABOVE,0
600506427,#15% CASH BACK-ACME#,0
600506431,PROMO A,0
600506432,PROMO B,0
600506433,PROMO C,0
600506434,PROMO D,0
600506436,PROMO F,0
600506437,PROMO G,0
600506438,PROMO H,0
600506439,PROMO I,0
600506440,PROMO J,0
600506441,PROMO K,0
600506442,PROMO L,0
600506443,PROMO M,0
600506444,PROMO N,0
600506445,PROMO O,0
600506552,JUNAGADH STORE LAUNCH - 18 & 19 SEPT,0
600506553,JUNAGADH STORE LAUNCH - 25 & 26 SEPT,0
600506554,JUNAGADH STORE LAUNCH - 2 & 3 OCT,0
